linha;status;motivo;researcher_id;universidade;institution_id;identity_territory;workload;city_id
124;atualizado;;25f2f229-b8b2-43f2-8808-8ea8d865c1f6;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
125;atualizado;;84819b65-d357-4cb0-88d5-944c038e9bfa;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
126;atualizado;;edf49109-b52e-46c8-8f29-540a5e372777;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
127;atualizado;;8ee228a8-5716-4c7b-afb4-e5cb43db4756;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
128;atualizado;;0be637a5-2d3b-4289-86e4-221305035edf;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
129;atualizado;;de2d411c-f38e-4a6e-874c-c6025a33a8c7;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
130;atualizado;;0454bd4d-e343-49d4-80bc-a0346ad9387b;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
131;atualizado;;4d188944-ade9-4fc0-929a-a356f9929b21;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
132;atualizado;;083e620f-6ac0-4b24-9e1f-0c402469eaeb;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
133;atualizado;;da194ee2-57af-4565-91e2-65490ae7a92c;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
134;atualizado;;2b5a93ff-6249-4771-b329-568520d9ceac;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
135;atualizado;;8b5d658f-a065-46c6-b968-8bfdaa1c87be;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
136;atualizado;;8a6532ee-33c7-4cba-ac56-67c4060b52fc;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
137;atualizado;;09781293-57eb-4910-acc6-819b4894d9b9;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
